var_resc,acc_lenet,acc_retinet
0.1,0.7233020663261414,0.5697218775749207
0.3,0.8448063731193542,0.7686309218406677
0.5,0.8609787821769714,0.8356637954711914
0.7,0.8662799596786499,0.8586739301681519
0.9,0.868162214756012,0.8675476312637329
1.1,0.868354320526123,0.869429886341095
1.3,0.867393970489502,0.8683927059173584
1.5,0.8647817969322205,0.8653196096420288
1.7,0.8623616695404053,0.8599799871444702
1.9,0.858212947845459,0.8529502153396606
2.1,0.8529502153396606,0.8443838357925415
2.3,0.846650242805481,0.8338583111763
2.5,0.8391210436820984,0.8206437826156616
2.7,0.8320528268814087,0.8081207871437073
2.9,0.82513827085495,0.7940227389335632
3.1,0.8161877393722534,0.7766594886779785
3.3,0.8062768578529358,0.7610248923301697
3.5,0.7968654036521912,0.7428933382034302
3.7,0.7867240309715271,0.7264136075973511
3.9,0.776390552520752,0.7089735269546509
